Measurement Time,Site,Treatment,moisture,temp,EC,moisture,temp,EC,moisture,temp,EC,moisture,temp,EC,moisture,temp,EC
09/18/12 15:10,,,,,,,,,,,
09/18/12 15:11,,,,,,,,,,,
09/18/12 15:12,,,,,,,,,,,
09/18/12 15:13
09/18/12 15:14
09/18/12 15:15
09/18/12 15:16
09/18/12 15:17
09/18/12 15:18
09/18/12 15:19
09/18/12 15:20
09/18/12 15:21
09/18/12 15:22
09/18/12 15:23
09/18/12 15:24
09/18/12 15:25
09/18/12 15:26
09/18/12 15:27
09/18/12 15:28
09/18/12 15:29
09/18/12 15:30
09/18/12 15:31
09/18/12 15:32
09/18/12 15:33
09/18/12 15:34
09/18/12 15:35
09/18/12 15:36
09/18/12 15:37
09/18/12 15:38
09/18/12 15:39
09/18/12 15:40
09/18/12 15:41
09/18/12 15:42
09/18/12 15:43
09/18/12 15:44
09/18/12 15:45
09/18/12 15:46
09/18/12 15:47
09/18/12 15:48
09/18/12 15:49
09/18/12 15:50
09/18/12 15:51
09/18/12 15:52
09/18/12 15:53
09/18/12 15:54
09/18/12 15:55
09/18/12 15:56
09/18/12 15:57
09/18/12 15:58
09/18/12 15:59
09/18/12 16:00
09/18/12 16:01
09/18/12 16:02
09/18/12 16:03
09/18/12 16:04
09/18/12 16:05
09/18/12 16:06
09/18/12 16:07
09/18/12 16:08
